audience_id,advertiser_id,user_id,name,n_audiences_by_user,name_class,n_distinct_ds_ids,ds_ids_present_str,expr_class
71095,45027,138498,Renamed-9:15pm-R8390-3999-gqhcpq,417,name_other,2,"13,19",expr_pure_pp
57658,45027,138498,Edit Test-5:27am-6167-58g4oa,417,name_other,3,"13,17,19",expr_layered
67087,47257,116079,TELEVISION Campaign,11,name_other,2,"13,19",expr_pure_pp
53546,45921,139671,MILL CREEK HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
31674,36794,122462,MNTN Matched Keywords 9.26,280,name_other,2,"13,19",expr_pure_pp
54037,49380,143893,Prospecting MM-ENT-STRAT,1,name_other,4,"13,17,19,35",expr_layered
72201,36390,125049,RVOutletShow-Kalamazoo,3,name_other,2,"13,19",expr_pure_pp
53729,45027,138498,Edit Test 1763145647757,417,name_other,3,"13,17,19",expr_layered
59258,57183,150011,Seattle Gardeners,1,name_other,2,"13,19",expr_pure_pp
44827,45477,139074,"OMF test audience St. Paul, MN",1,name_other,5,"13,17,18,19,35",expr_heavily_layered
55935,33768,113140,Vacationers In-Market For Travel Insurance - EX Treatment,6,name_other,3,"1,13,19",expr_layered
63929,45027,138498,Renamed-4:49pm-R6149-2901-8ihd5z,417,name_other,2,"13,19",expr_pure_pp
55081,38294,131318,Parkers HVAC + MM 12/15 PP,55,name_other,5,"13,17,18,19,35",expr_heavily_layered
48461,45611,139273,"Seattle, MNTN Matched",1,name_other,2,"13,19",expr_pure_pp
73596,40457,124581,B2C AI Keywords + 3PD (south austin),39,name_other,3,"13,19,35",expr_layered
53429,45921,139671,ALEXANDRIA HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
73319,62286,123354,Zone 3 Keywords,2,name_other,3,"13,19,35",expr_layered
48874,47384,122462,OCTOBER 2025,280,name_other,2,"13,19",expr_pure_pp
45599,42357,122462,Brand - Charleston - Keywords,280,name_other,2,"13,19",expr_pure_pp
63463,45027,138498,Edit Test-5:18am-R5428-8854-l4ld7p,417,name_other,3,"13,17,19",expr_layered
59500,57307,152232,Yarbo_Related_Keywords,1,name_other,2,"13,19",expr_pure_pp
53495,45921,139671,FARMINGTON HILLS HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53389,45027,138498,Renamed 1:49pm-3334,417,name_other,2,"13,19",expr_pure_pp
67390,45027,138498,Renamed-9:11pm-R5810-9733-rroz5p,417,name_other,2,"13,19",expr_pure_pp
55384,50650,119116,Bedding ,1,name_other,2,"13,19",expr_pure_pp
64029,45027,138498,Edit Test-5:28am-R4482-7417-zny3ag,417,name_other,3,"13,17,19",expr_layered
45407,38385,129168,BOGO New Audience | July '25,2,name_other,4,"13,17,19,35",expr_layered
56014,47282,143167,MNTN Matched Test,2,name_other,2,"13,19",expr_pure_pp
53536,45921,139671,MACOMB HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
74766,63068,158277,TELEVISION Campaign Copy 01,3,name_other,2,"13,19",expr_pure_pp
52484,49304,143803,MASTER AUDIENCE,22,name_other,4,"13,17,19,35",expr_layered
50644,48625,122462,naples,280,name_other,2,"13,19",expr_pure_pp
65449,58147,153096,Frisco and North Dallas Ortho,2,name_other,2,"13,19",expr_pure_pp
37295,33819,122462,ACT East Region,280,name_other,2,"13,19",expr_pure_pp
59358,45027,138498,Renamed-8:12pm-7595-8gkk25,417,name_other,2,"13,19",expr_pure_pp
52816,49434,143964,FLEX_FL,1,name_other,3,"13,19,35",expr_layered
58523,56478,151356,Trades Owners,1,name_other,2,"13,19",expr_pure_pp
33955,36412,130358,Beekman prospecting 111524 AB,11,name_other,6,"1,4,13,18,19,35",expr_heavily_layered
67787,56605,155466,Prospecting Feb - May 2026,4,name_other,2,"13,19",expr_pure_pp
53543,45921,139671,MENTOR HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53587,45921,139671,ROCKLAND HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
47349,46189,122462,Master CFH,280,name_other,4,"13,17,19,35",expr_layered
54531,49865,144710,Campaign 01,1,name_other,2,"13,19",expr_pure_pp
47268,33038,122462,MNTN Matched 2025,280,name_other,4,"2,4,13,19",expr_layered
71772,45027,138498,Edit Test-9:01pm-R5992-6638-vbgr5b,417,name_other,3,"13,19,35",expr_layered
54213,35215,122462,Prospecting Boulder Denver - MNTN Matched - Nov 2025,280,name_other,4,"1,4,13,19",expr_layered
64589,58903,153884,TV GO live,6,name_other,2,"13,19",expr_pure_pp
50737,38363,122462,Timex Atelier | MNTN Matched,280,name_other,2,"13,19",expr_pure_pp
64689,58934,153916,TELEVISION Campaign Copy 01,4,name_other,2,"13,19",expr_pure_pp
65963,59295,152508,Test Sample,1,name_other,2,"13,19",expr_pure_pp
61311,33491,119277,Control_021926,3,name_other,4,"13,17,19,35",expr_layered
69782,32147,131589,CTV Subs Prospecting CM 03.27.26,12,name_other,5,"4,13,18,19,35",expr_heavily_layered
53457,45921,139671,BURLINGTON MA HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
74029,45351,145003,ThroneSportsCoffee,10,name_other,3,"13,19,35",expr_layered
52223,34082,138640,Kalmbach Poultry Feeds,2,name_other,2,"13,19",expr_pure_pp
53492,45921,139671,FAIRVIEW PARK HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53476,45921,139671,CORAL SPRINGS HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53567,45921,139671,OAKDALE HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
65822,40224,142878,Prospecting Mar-26,1,name_other,4,"4,13,19,35",expr_layered
63356,57895,152834,JB QA GO Test,1,name_other,2,"13,19",expr_pure_pp
64707,58737,153694,People looking to move to the poconos,1,name_other,4,"13,18,19,35",expr_layered
54385,40093,144260,Prospecting,3,name_other,4,"4,13,19,35",expr_layered
68942,45027,138498,Edit Test-8:51pm-R5637-7757-m4kqsw,417,name_other,3,"13,19,35",expr_layered
50479,46289,122462,V1_Focus 4 Lifestyle,280,name_other,2,"13,19",expr_pure_pp
53565,45921,139671,NORWOOD HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
43049,41034,133484,MNTN Matched - Keywords [LA],9,name_other,4,"1,13,19,35",expr_layered
32060,36313,122462,MNTN Matched (Include Non Purchasers 90+ Days),280,name_other,4,"1,4,13,19",expr_layered
50333,41531,122462,MM  PP 10/5,280,name_other,2,"13,19",expr_pure_pp
74780,37722,127794,Western Prospecting Heritage _Product,1,name_other,3,"13,19,35",expr_layered
52312,48866,130625,MNTN Matched Sample,1,name_other,3,"4,13,19",expr_layered
71001,61509,143107,Remarketing,1,name_other,4,"2,13,19,35",expr_layered
45891,43316,136752,CA Driver Training Audience - 46-64% Util,4,name_other,6,"1,2,4,13,19,35",expr_heavily_layered
51606,47137,141196,Aeris Geo Test,1,name_other,2,"13,19",expr_pure_pp
73890,58870,153845,Meat Lovers,1,name_other,3,"13,19,35",expr_layered
64586,58915,153897,TELEVISION Campaign Group Copy 05,2,name_other,2,"13,19",expr_pure_pp
51730,41417,134271,10 Million Dollar Streaks - Dallas Stars ,2,name_other,3,"13,19,35",expr_layered
58722,45027,138498,Edit Test-5:28am-4200-jbnv85,417,name_other,3,"13,17,19",expr_layered
52347,37001,128294,MNTN Matched Keywords_10.2025,2,name_other,3,"2,13,19",expr_layered
63852,48711,143615,Brand_MNTN,2,name_other,2,"13,19",expr_pure_pp
48776,37316,126974,Basking Ridge,6,name_other,3,"4,13,19",expr_layered
55895,45458,139026,M6 Auto Insurance - In Market,1,name_other,4,"13,18,19,35",expr_layered
64624,58106,128325,GLN_Pros_2026_NY-Rochester,7,name_other,5,"13,17,18,19,35",expr_heavily_layered
71628,33518,119456,National Prospecting - Tier 4 Participants,6,name_other,6,"2,4,13,17,19,35",expr_heavily_layered
53523,45921,139671,JOHNS CREEKHOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
57207,53736,148559,Women 35-64 Homeowners interested in cleaning services,2,name_other,2,"13,19",expr_pure_pp
69741,36390,125049,SpringIntoSavings-GTALL,3,name_other,2,"13,19",expr_pure_pp
40710,40938,122462,44130,280,name_other,2,"13,19",expr_pure_pp
36846,34838,132113,hc-z1-ecr_clay-alldig-2025 Mar 19,31,name_other,4,"1,13,19,35",expr_layered
64953,59031,154024,TELEVISION Campaign,1,name_other,2,"13,19",expr_pure_pp
54071,33467,122916,"Nate Bargatze - St. Louis, MO - 1.22.26",13,name_other,4,"4,13,19,35",expr_layered
53551,45921,139671,MOUNT LAUREL HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
54532,33467,119236,Nate Bargatze - Washington DC - 4.02.26,24,name_other,6,"4,13,17,18,19,35",expr_heavily_layered
43827,43695,131042,Zone 1,25,name_other,4,"13,17,19,35",expr_layered
39364,41168,118566,Prospecting - MNTN Matched,4,name_other,2,"13,19",expr_pure_pp
37076,34838,132113,hc-z1-flg-alldig-2026,31,name_other,3,"1,13,19",expr_layered
48895,32167,138411,Mike Testing stuff,3,name_other,2,"13,19",expr_pure_pp
59246,40457,124581,B2C AI Keywords + 3PD (des peres),39,name_other,3,"13,19,35",expr_layered
51839,36582,125400,GreenTech - MNTN Matched,1,name_other,2,"13,19",expr_pure_pp
51341,48967,140200,"HVAC, Plumbing, Electrical Contactors ",1,name_other,2,"13,19",expr_pure_pp
50782,47052,122462,MNTN Matched,280,name_other,3,"13,19,35",expr_layered
74621,45027,138498,Renamed-9:29pm-R5594-3017-znfaia,417,name_other,2,"13,19",expr_pure_pp
46926,44246,136909,Honda Enfield Conquest,14,name_other,4,"13,17,18,19",expr_layered
53884,37171,127615,MNTN Matched Business/Broad Audience 11.17.25,3,name_other,4,"2,4,13,19",expr_layered
68704,51409,123115,TELEVISION Campaign Copy 02,1,name_other,2,"13,19",expr_pure_pp
56971,54519,149353,BYR MNTN TV Audience 1,1,name_other,2,"13,19",expr_pure_pp
63350,41586,143086,BBall Playoff FY26_WV,5,name_other,4,"4,13,19,35",expr_layered
53467,45921,139671,CHARLOTTE HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
63267,45027,138498,Edit Test-5:28am-R8868-5158-6eez74,417,name_other,3,"13,17,19",expr_layered
34803,40108,122462,CT 1Q 2Q 2025 Lincoln,280,name_other,4,"1,13,19,35",expr_layered
51313,40187,122462,AI Keywords - Eatontown (Oct),280,name_other,2,"13,19",expr_pure_pp
50918,40605,124581,MNTN Match - Oct,39,name_other,2,"13,19",expr_pure_pp
45847,32887,122462,IT,280,name_other,3,"13,19,35",expr_layered
67217,58146,153095,Customers,1,name_other,5,"13,17,18,19,35",expr_heavily_layered
54154,32704,117236,Pause Ad Audience,3,name_other,3,"13,19,35",expr_layered
45637,42357,122462,Cyber - NOVA - Keywords,280,name_other,2,"13,19",expr_pure_pp
34919,39866,131873,MNTN Matched + 3P - Santa Fe- South Capitol,4,name_other,3,"1,13,19",expr_layered
67222,59547,143070,Roostas Spring 26,1,name_other,3,"13,19,35",expr_layered
49912,32167,140409,MCTest Post CoreDB ,2,name_other,2,"13,19",expr_pure_pp
57266,45027,138498,Edit Test-12:31pm-4073-jkfamz,417,name_other,3,"13,17,19",expr_layered
63380,38007,131318,Excluding Polk County,55,name_other,5,"13,17,18,19,35",expr_heavily_layered
75090,33467,119236,"Sal Vulcano - Kansas City, MO",24,name_other,6,"4,13,17,18,19,35",expr_heavily_layered
54904,50356,131318,Test Audience,55,name_other,3,"13,19,35",expr_layered
53222,33467,122916,Nate Bargatze Pause Ads,13,name_other,6,"4,13,17,18,19,35",expr_heavily_layered
54150,48601,142808,Siano 30 Mile,1,name_other,4,"13,17,19,35",expr_layered
61648,57959,113378,MNTN Golden State Derm Prospecting,15,name_other,4,"13,17,19,35",expr_layered
61782,45027,138498,Edit Test-7:49pm-R4818-9611-lyxbnc,417,name_other,3,"13,17,19",expr_layered
73822,60803,157000,ALB Prospecting,2,name_other,2,"13,19",expr_pure_pp
71197,47182,141461,Prospecting CFAM 2026,2,name_other,4,"4,13,19,35",expr_layered
56562,53584,148391,Montgomery County,1,name_other,3,"13,19,35",expr_layered
63776,58662,142783,GVSA Sleep Apnea Audience,1,name_other,2,"13,19",expr_pure_pp
50099,45127,138626,"FICO, Income, & DD Filters",1,name_other,3,"13,19,35",expr_layered
54793,50238,136961,Example Audience ,3,name_other,3,"13,19,35",expr_layered
51357,48851,142785,MNTN Matched Prospecting,6,name_other,6,"2,4,13,17,19,35",expr_heavily_layered
56953,54464,149295,2026 Spartan Invest Prospecting Audience,1,name_other,2,"13,19",expr_pure_pp
43923,40329,122462,3Q NE Panhandle Zip Codes,280,name_other,4,"13,17,19,35",expr_layered
53528,45921,139671,LAKE RIDGE HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53558,45921,139671,NORTH CANTON HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
52236,43367,131670,Black Friday Sale,5,name_other,4,"13,17,19,35",expr_layered
57524,45351,145003,JampackTest,10,name_other,3,"13,19,35",expr_layered
51290,45765,139478,Dracula,1,name_other,3,"13,19,35",expr_layered
60421,45027,138498,Renamed-5:41am-R4352-9006-4eg3y4,417,name_other,2,"13,19",expr_pure_pp
41703,43726,136859,Stacked Interest Audience,1,name_other,4,"1,13,19,35",expr_layered
72424,33497,119291,Twist Audience MNTN Matched + 3rd Party,1,name_other,5,"4,13,17,19,35",expr_heavily_layered
51157,42493,131318,"Homeowners + Plumbing, electrical, and HVAC +MM PP 10/15",55,name_other,6,"1,13,17,18,19,35",expr_heavily_layered
67043,59558,132366,"HWX Roseville, CA (Douglas)",10,name_other,2,"13,19",expr_pure_pp
62893,58202,144341,Matched $150K HHI,1,name_other,3,"13,19,35",expr_layered
61387,45027,138498,Edit Test-5:16pm-R0738-6446-32reni,417,name_other,3,"13,17,19",expr_layered
55453,50574,130487,San Diego- Interests,7,name_other,2,"13,19",expr_pure_pp
54012,48736,143020,Gaming Accessories - MNTN Match Audience,1,name_other,3,"13,19,35",expr_layered
55672,49544,144174,SinclairCenter,1,name_other,5,"13,17,18,19,35",expr_heavily_layered
62880,50172,144832,Industrial decision-makers,1,name_other,4,"13,17,19,35",expr_layered
51607,38684,136447,Q4 2025,1,name_other,5,"4,13,17,19,35",expr_heavily_layered
64566,58903,153884,TV 3,6,name_other,2,"13,19",expr_pure_pp
66599,42207,134962,pharmacists,1,name_other,2,"13,19",expr_pure_pp
70737,46151,140010,Prospective Families,1,name_other,3,"13,19,35",expr_layered
41743,40157,132217,MNTN Matched ,1,name_other,3,"13,17,19",expr_layered
67561,34058,153193,Reed's Crossing Q1 2026 (MP) (3/18/26),2,name_other,4,"13,18,19,35",expr_layered
66361,45027,138498,Renamed-6:46am-R3821-3163-zgnyn7,417,name_other,2,"13,19",expr_pure_pp
53445,45921,139671,ASTORIA HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
62314,57965,150205,Londonderry_60+,4,name_other,4,"13,18,19,35",expr_layered
60072,45027,138498,Edit Test-7:54pm-R1364-2351-hj87as,417,name_other,3,"13,17,19",expr_layered
59597,57334,129750,KIMS_Prospecting _Audience,3,name_other,3,"2,13,19",expr_layered
53452,45921,139671,BOISE HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
48718,44885,140741,Cash advance ai,1,name_other,2,"13,19",expr_pure_pp
54630,49921,144560,MRE Houston,1,name_other,3,"4,13,19",expr_layered
74569,63149,158358,TELEVISION Campaign Copy 01,2,name_other,2,"13,19",expr_pure_pp
69776,45351,145003,Oregon Community Credit Union,10,name_other,3,"13,19,35",expr_layered
48171,47122,136909,Toyota Northampton Conquest,14,name_other,4,"13,17,19,35",expr_layered
54935,40724,143554,IM Ford - Paid Search Geo +  Top 70 sales zip,7,name_other,3,"13,19,35",expr_layered
66931,45027,138498,Renamed-9:20pm-R8283-5518-upregg,417,name_other,2,"13,19",expr_pure_pp
53641,45921,139671,YONKERS HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
55716,51893,137197,MNTN Matched + Ohio,3,name_other,2,"13,19",expr_pure_pp
53489,45921,139671,EDMOND HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53620,45921,139671,VANCOUVER HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
59566,45027,138498,Edit Test-10:14pm-3494-45vvnb,417,name_other,3,"13,17,19",expr_layered
29301,35790,123697,Design Center,8,name_other,5,"1,13,17,19,35",expr_heavily_layered
51827,39549,122462,PRO: MNTN Matched + Luau  + Hawaiian Travelers 10/27,280,name_other,6,"4,13,17,18,19,35",expr_heavily_layered
70559,52316,131946,Aaron Lewis,2,name_other,4,"13,17,19,35",expr_layered
52428,49304,143803,WINCHESTER HARRISONBURG,22,name_other,4,"13,17,19,35",expr_layered
75227,45027,138498,Renamed-6:51am-R1140-4318-8c3tvm,417,name_other,2,"13,19",expr_pure_pp
71230,60992,156046,DLM CTV Lead Gen 41326,1,name_other,3,"13,19,35",expr_layered
40317,34052,120458,MTTN Matched Custom - Homeowners + 50K Income,1,name_other,5,"1,4,13,19,35",expr_heavily_layered
54742,36426,143554,KG Redlands PRO - Dec 25 Audience (IM + Switcher)),7,name_other,4,"1,13,19,35",expr_layered
48824,39277,125413,In-Store_MNTN-Matched_Loc-Tier-1_NCA_ATTN,12,name_other,4,"2,4,13,19",expr_layered
51017,41983,134699,US KARE Lookalikes,2,name_other,2,"13,19",expr_pure_pp
53690,45027,138498,Renamed 5:16am-6526,417,name_other,2,"13,19",expr_pure_pp
51208,48859,129718,BFAS_Prospecting,1,name_other,2,"13,19",expr_pure_pp
54439,49920,144456,HLC-NC-Fayetteville - AI,2,name_other,2,"13,19",expr_pure_pp
43375,36256,122462,MNTN Matched + 3P East,280,name_other,3,"13,19,35",expr_layered
73658,45027,138498,Edit Test-9:07pm-R2245-1213-pgnjfp,417,name_other,3,"13,19,35",expr_layered
54789,33926,122462,JHM - Power & Purpose Daily Planner 2026,280,name_other,3,"4,13,19",expr_layered
55681,50522,113378,NJ SMB Copy (MNTN),15,name_other,4,"13,17,19,35",expr_layered
48207,40279,132398,Q4 2025 MNTN Match Audience 9-12,1,name_other,2,"13,19",expr_pure_pp
53882,37171,127615,Holiday 2025 Broad,3,name_other,4,"2,4,13,19",expr_layered
49908,32167,138411,Mike test post,3,name_other,4,"4,13,18,19",expr_layered
63315,56792,151684,MNTN Match Copy 02- Orlando,1,name_other,3,"13,19,35",expr_layered
60182,57633,152564,Prospecting,1,name_other,4,"2,4,13,19",expr_layered
55661,37234,142785,MNTN Matched Top Geos NYDMA Only (Jan26),6,name_other,3,"2,13,19",expr_layered
43921,40329,122462,3Q Rapid City DMA,280,name_other,4,"13,17,19,35",expr_layered
53499,45921,139671,FORTH WASHINGTON HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53463,45921,139671,CENTENNIAL EAST HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
60903,45027,138498,Edit Test-9:00pm-R3368-1827-qs0iwi,417,name_other,3,"13,17,19",expr_layered
68121,60423,126678,MNTN AI Match Profile - Prospecting,1,name_other,3,"4,13,19",expr_layered
58180,33467,119236,Jim Gaffigan - Pensacola,24,name_other,6,"1,4,13,17,19,35",expr_heavily_layered
62634,40326,131042,Paramount Zip Codes,25,name_other,4,"1,13,19,35",expr_layered
56412,50152,144798,"New Year, New You (PROMO)",3,name_other,4,"13,17,19,35",expr_layered
52101,46723,138715,TSA Red Kettle Denver 2025,1,name_other,2,"13,19",expr_pure_pp
48825,39277,122462,In-Store_MNTN-Matched_Loc-Tier-2_NCA_ATTN,280,name_other,4,"2,4,13,19",expr_layered
56755,37316,126974,"AI MNTN Matched 1/22/26 - NJ, WP, Indirect",6,name_other,4,"4,13,19,35",expr_layered
63963,45027,138498,Edit Test-7:51pm-R9859-9628-6vu8or,417,name_other,3,"13,17,19",expr_layered
55268,32741,125877,Prospecting 01012026,1,name_other,4,"2,4,13,19",expr_layered
55524,50632,145325,MNTN Matched - Des Moines DMA,10,name_other,2,"13,19",expr_pure_pp
61691,55684,128432,2026-02 MNTN Match,1,name_other,4,"4,13,19,35",expr_layered
27846,38034,126164,SC-Dallas TX,1,name_other,4,"1,13,19,35",expr_layered
60103,45027,138498,Renamed-8:11pm-R1364-8686-1dbdhl,417,name_other,2,"13,19",expr_pure_pp
62630,34623,151822,CP Audience prospects,1,name_other,2,"13,19",expr_pure_pp
47307,46616,122462,Rockland Conquest,280,name_other,5,"13,17,18,19,35",expr_heavily_layered
53607,45921,139671,STAMFORD HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
48876,46219,140101,Holiday Campaign 2025,1,name_other,2,"13,19",expr_pure_pp
51154,48873,141011,MNTN Matched,1,name_other,3,"13,19,35",expr_layered
62405,45027,138498,Edit Test-1:56pm-R6650-3374-0o80mu,417,name_other,3,"13,17,19",expr_layered
64541,58771,153733,Irvine Mar26,2,name_other,2,"13,19",expr_pure_pp
41503,43655,133311,In-Market_Bay Area,1,name_other,3,"1,13,19",expr_layered
62952,45027,138498,Edit Test-3:32pm-R8601-6649-7fwb6s,417,name_other,3,"13,17,19",expr_layered
71030,45955,139801,Park to Park Campaign 2026 - TrafficAndRem,1,name_other,3,"2,13,19",expr_layered
55364,50646,131318,Durham Chapel Hill,55,name_other,4,"13,17,19,35",expr_layered
53525,45921,139671,KENWOOD HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
40785,42337,122462,MNTN-Prospecting,280,name_other,5,"4,13,17,19,35",expr_heavily_layered
67647,45027,138498,Renamed-4:27pm-R1644-2754-drai66,417,name_other,2,"13,19",expr_pure_pp
53089,45803,139526,JCC Membership Audience,1,name_other,5,"4,13,17,19,35",expr_heavily_layered
70582,35732,155943,Prospecting-Direct,2,name_other,4,"13,17,19,35",expr_layered
71278,45027,138498,Edit Test-8:51pm-R2403-7451-dvbhwr,417,name_other,3,"13,19,35",expr_layered
41688,34468,124243,Suncoast Broad Awareness Interests,2,name_other,6,"1,4,13,17,19,35",expr_heavily_layered
46066,45575,131670,Passaic County General Sports,5,name_other,5,"13,17,18,19,35",expr_heavily_layered
48622,46428,122462,FinServ Decision Makers,280,name_other,3,"13,19,35",expr_layered
48724,32127,136580,MNTN Match Keywords September 2025,1,name_other,6,"2,4,13,18,19,35",expr_heavily_layered
53805,45921,139671,ACWORTH HOLIDAY 2025,216,name_other,3,"13,19,35",expr_layered
55898,50336,138751,GBR 2026 Customer List + LLA MNTN+,3,name_other,3,"4,13,19",expr_layered
56852,39737,131753,Clipper Vacations  Spring 2026,2,name_other,5,"1,13,17,19,35",expr_heavily_layered
53579,45921,139671,PLAINFIELD HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
62804,45027,138498,Renamed-8:11pm-R0276-4558-fifoeo,417,name_other,2,"13,19",expr_pure_pp
67024,49764,143429,Initial Audience,1,name_other,2,"13,19",expr_pure_pp
53700,41331,122462,Philly & DC Matched + Interest,280,name_other,3,"13,19,35",expr_layered
53477,45921,139671,COVINGTON HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
54291,44105,143012,VA Prospecting MTNN Matched,2,name_other,3,"13,19,35",expr_layered
53609,45921,139671,STRONGSVILLE HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53540,45921,139671,MANCHESTER HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
61882,45027,138498,Renamed-5:37am-R0660-4983-l7la67,417,name_other,2,"13,19",expr_pure_pp
53722,49514,144230,Windows Wholesale,2,name_other,2,"13,19",expr_pure_pp
57834,45027,138498,Edit Test-5:26am-7694-t4mdfh,417,name_other,3,"13,17,19",expr_layered
54286,33467,119236,Bert Kreischer - Youngstown OH - 03.08.26,24,name_other,5,"1,4,13,19,35",expr_heavily_layered
74228,45027,138498,Edit Test-9:00pm-R1537-9532-3hs9dq,417,name_other,3,"13,19,35",expr_layered
44183,44836,138267,MNTN Matched 6.25,1,name_other,4,"4,13,19,35",expr_layered
42319,44119,137382,Prospecting,1,name_other,3,"2,13,19",expr_layered
52119,39277,125413,BandD_MNTN-Matched_Loc-Tier-2_NCA_ATTN,12,name_other,4,"2,4,13,19",expr_layered
70986,40331,131042,Miami Spanish,25,name_other,4,"1,13,19,35",expr_layered
59121,45027,138498,Edit Test-5:33am-6747-ve2n6e,417,name_other,3,"13,17,19",expr_layered
45230,45524,122462,LSER Locations,280,name_other,2,"13,19",expr_pure_pp
57685,49304,143803,LYH ONLY SOLAR,22,name_other,3,"13,19,35",expr_layered
64348,45027,138498,Renamed-8:05pm-R1845-6389-1mn51p,417,name_other,2,"13,19",expr_pure_pp
57826,50632,145325,MNTN Matched - Sioux City DMA,10,name_other,2,"13,19",expr_pure_pp
45956,44832,122462,High Income Travelers Copy 02,280,name_other,2,"13,19",expr_pure_pp
50679,48705,136909,Nissan GF Keyword only Conquest,14,name_other,3,"13,17,19",expr_layered
57520,53754,148577,Bristol Motor Speedway - Endemic Prospects,1,name_other,4,"13,18,19,35",expr_layered
57420,45027,138498,Renamed-5:28pm-4686-4r433t,417,name_other,2,"13,19",expr_pure_pp
59777,45027,138498,Edit Test-5:32am-9326-71xta4,417,name_other,3,"13,17,19",expr_layered
55256,33467,119236,"Nate Bargatze - Houston, TX - 6.18.26",24,name_other,6,"4,13,17,18,19,35",expr_heavily_layered
60344,45027,138498,Edit Test-7:55pm-R5110-9851-e9jpyu,417,name_other,3,"13,17,19",expr_layered
53617,45921,139671,UPPER ARLINGTON HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
53460,45921,139671,CARMEL HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
40789,40690,132990,No WS,1,name_other,3,"4,13,19",expr_layered
63111,45027,138498,Renamed-5:50am-R2564-6261-fzh35v,417,name_other,2,"13,19",expr_pure_pp
75052,62851,158047,TELEVISION Campaign Copy 04,4,name_other,2,"13,19",expr_pure_pp
65838,45027,138498,Edit Test-10:49am-R2221-9571-mk914z,417,name_other,3,"13,17,19",expr_layered
29316,30181,114464,Matched - Keywords,1,name_other,2,"13,19",expr_pure_pp
54968,47182,141461,Audience for Dec'25 PSA,2,name_other,3,"4,13,19",expr_layered
54087,33467,119236,Nate Bargatze - Austin TX - 6.20.26,24,name_other,4,"4,13,19,35",expr_layered
51929,47499,132910,PRS | MNTN Matched,5,name_other,2,"13,19",expr_pure_pp
51047,45345,122462,REMAX External 2025,280,name_other,2,"13,19",expr_pure_pp
71192,58472,155260,Greensboro,3,name_other,3,"13,19,35",expr_layered
32463,35546,117155,NFL Fans (Cold Weather),4,name_other,2,"13,19",expr_pure_pp
32259,32704,117236,MNTN Matched Keywords 10.9.2024,3,name_other,2,"13,19",expr_pure_pp
75055,61493,140913,MF - Prospecting,1,name_other,4,"2,13,19,35",expr_layered
56022,52133,139556,Santa Rosa - Prospecting,8,name_other,2,"13,19",expr_pure_pp
45401,45694,139387,Matched + Loc (Mur100mi) + Interests,1,name_other,3,"13,19,35",expr_layered
38429,33753,119845,MNTN Matched_2025,1,name_other,4,"2,4,13,19",expr_layered
53578,45921,139671,PITTSFORD HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
62472,45027,138498,Edit Test-4:17pm-R0160-3569-mj37zz,417,name_other,3,"13,17,19",expr_layered
31456,38689,130542,MNTN Match Audience (10/22 updated),1,name_other,2,"13,19",expr_pure_pp
41335,40337,132366,MNTN Matched (Amherst),10,name_other,4,"1,13,19,43",expr_layered
15293,32819,117559,Country Music Fans (100mi Radius),2,name_other,5,"1,2,13,17,19",expr_heavily_layered
53606,45921,139671,ST MATTHEWS HOLIDAY P 25-44,216,name_other,2,"13,19",expr_pure_pp
